businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
The Scoop N Scootery,,2 Chestnut Hill,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2020-09-16 16:31:53.66+00,2245679031,31738,42.34888965,-71.15328068
The Scoop N Scootery,,73 Linden,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2019-09-05 16:25:03.403+00,2245679031,167096,42.35247433,-71.13041077
The Shames Cafe,,100 Newton,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2020-06-04 12:45:57.247+00,6173580421,155992,42.33630861,-71.07022457
The Smoke Shop,,35 Lewis,East Boston,MA,2128,Active,FS,Eating & Drinking,2022-07-18 18:13:18.73+00,,419864,42.36708837,-71.04148481
The Smoke Shop- K2,,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2020-02-18 13:56:05.387+00,6176404647,423633,42.3656452,-71.06165549
The Square Root,,2 Corinth,Roslindale,MA,2131,Active,FS,Eating & Drinking,2018-02-12 20:49:11.07+00,6172838793,163900,42.28673969,-71.13044905
THE TAM,,222 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,2018-12-31 13:36:01.61+00,6179083110,351834,42.35150055,-71.06448671
The Tavern At The End Of The World,,108 Cambridge,Charlestown,MA,2129,Active,FS,Eating & Drinking,2018-09-12 19:07:22.277+00,6172414999,25073,42.38219655,-71.07937044
The Terrace Coffee Bar,,100 Guest,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2017-03-20 17:49:43.62+00,6175621998,350494,42.35720254,-71.14236287
The Track @ New Balance,,67 Guest,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2022-01-03 13:21:59.77+00,,437714,42.35635173,-71.14484935
The Trophy Room,,26 Chandler,Boston,MA,2116,Active,FS,Eating & Drinking,2018-02-14 13:48:02.573+00,6174825112,157381,42.34695476,-71.07057484
The Underground Cafe & Lounge,,744 Columbus,Mission Hill,MA,2120,Active,FS,Eating & Drinking,2021-02-03 23:37:04.177+00,6175361100,438096,42.33740456,-71.0856075
THE UNION LOUNGE,,180 Mount Vernon,Dorchester,MA,2125,Active,FS,Eating & Drinking,2006-12-07 18:34:23+00,6172883322,155812,42.32213521,-71.0469017
THE UNITED CLUB,,200 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,2014-04-14 15:22:09+00,1234567890,341353,42.36267681,-71.01863533
The Upper Crust,,683 Tremont,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,2013-03-20 12:45:31+00,7812355011,137919,42.34155955,-71.07662053
The Upper Crust,,20 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2015-02-17 16:27:39.39+00,,163154,42.35655039,-71.0698086
The Well Coffee House Boston,,62 William C Kelly,East Boston,MA,2128,Active,FS,Eating & Drinking,2018-08-20 16:03:15.403+00,6612045399,151128,42.37432118,-71.03993911
The Westland,,8 Westland,Boston,MA,2115,Active,FS,Eating & Drinking,2018-12-05 18:15:19.27+00,6172360336,157908,42.34319453,-71.08648213
The White Bull,,1 Union,Boston,MA,2109,Active,FS,Eating & Drinking,2016-11-03 17:48:30.933+00,6175491403,351074,42.36062762,-71.05664796
The Wild Rover Tavern,,61 Chatham,Boston,MA,2109,Active,FS,Eating & Drinking,2012-05-07 18:12:36+00,8572638715,30078,42.35957951,-71.05404043
THEO'S COZY CORNER RESTAURANT,,162 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,2007-04-12 14:41:58+00,6172410202,121800,42.36608252,-71.05510842
Thinking Cup L L C,,165 Tremont,Boston,MA,2111,Active,FS,Eating & Drinking,2010-04-08 17:49:17+00,6174078570,137287,42.35393953,-71.06372047
Thinking Cup Newbury,,85 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2014-03-19 13:30:34+00,6174169250,101995,42.35191954,-71.0749705
Third Cliff Bakery,,3521 Washington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2019-10-16 18:28:40.16+00,6177976072,144947,42.30543959,-71.10885068
Thompson Island Outward Bound,,1 Citywide,Boston,MA,2128,Active,FS,Eating & Drinking,2007-04-01 15:14:52+00,6173283900,0,34.24438675,-73.6513909
Thonglor,,559 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,2022-05-24 15:58:51.933+00,6172088184,351023,42.34948831,-71.16370525
Thorntons Fenway Grille,,100 Peterborough,Boston,MA,2215,Active,FS,Eating & Drinking,2011-08-04 14:53:54+00,6174211161,158181,42.34299317,-71.0993597
Thyme 2 Eat,,11 Walter,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2022-01-13 18:53:08.04+00,7819746976,142238,42.25692962,-71.11934081
TIA'S WATERFRONT,,200 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,2013-10-21 12:47:49+00,6172270828,156510,42.35694414,-71.05038915
TICO,,200 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2018-08-14 18:26:11.46+00,7163679342,341353,42.36267681,-71.01863533
Tiger Sugar,,14 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2020-06-17 15:09:47.657+00,,138810,42.35085952,-71.06050647
Tiger Sugar,,185 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2020-01-21 15:06:28.9+00,,352348,42.35091762,-71.13152963
Tiki Rock/Niku Ramen,,131 State,Boston,MA,2109,Active,FS,Eating & Drinking,2016-03-09 15:19:18.63+00,6174918050,130372,42.35915953,-71.05429226
Tikki Masala Indian Restaurant,,3706 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2014-05-27 13:25:42+00,,144973,42.3003596,-71.1129707
Time Out Market (Boston) Bar 1,,401 Park,Boston,MA,2215,Active,FS,Eating & Drinking,2019-03-22 14:56:56.98+00,,156914,42.34446232,-71.1028967
Time Out Market (Boston) Bar 2,,401 Park,Boston,MA,2215,Active,FS,Eating & Drinking,2019-03-22 14:58:01.723+00,,156914,42.34446232,-71.1028967
Tin Tin Buffet,,200 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:13+00,6172547888,158235,42.35569342,-71.14817141
Tip Tap Room,,138 Cambridge,Boston,MA,2114,Active,FS,Eating & Drinking,2012-01-26 14:21:31+00,6178598555,157200,42.36100267,-71.06392846
Tipico Salvadoreno I,,5272 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2020-06-15 17:36:33.56+00,6174692100,145692,42.25918967,-71.1592309
Toasted Flats,,53 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2022-02-15 15:22:54.1+00,8572648531,392435,42.37109949,-71.03706037
Todo Rico Fast Food,,50 Maverick,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2023-06-13 13:17:00.137+00,6175671227,92897,42.37016949,-71.03868038
Tokava,,597 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2022-05-04 16:13:04.78+00,,352130,42.3148156,-71.11431567
Tom English Cottage,,112 Emerson,South Boston,MA,2127,Active,FS,Eating & Drinking,2006-12-07 18:34:00+00,6172699805,53533,42.3359015,-71.04045346
Tonino,,669A Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2022-09-27 16:21:56.937+00,,351472,42.31253442,-71.11435503
Tony & Elaine's,,111 Washington,Boston,MA,2113,Active,FS,Eating & Drinking,2018-12-24 16:17:41.293+00,8574082193,340052,42.36558152,-71.05813143
Tony C's Sports Bar & Grill,,250 Northern,South Boston,MA,2210,Active,FS,Eating & Drinking,2010-07-23 14:06:39+00,6178997012,342824,42.34893552,-71.03840072
Tony's Place,,186 Baker,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:33:51+00,6173233550,7658,42.27600968,-71.16725088
Top Griyo Restaurant,,994 Blue Hill,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2021-08-31 15:15:07.687+00,6178226985,156769,42.28990197,-71.08926206
Top Mix Bar & Kitchen,,365 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2021-07-14 16:42:35.483+00,6172019853,28007,42.32256031,-71.10826941
Top Mix Bar & Kitchen,,257 Norfolk,Roxbury,MA,2119,Active,FS,Eating & Drinking,2006-12-07 18:34:49+00,6176528976,156604,42.32372603,-71.06807924
Top of The Hill,Top of the Hill Seafood & Subs,1357 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2006-12-12 16:20:18+00,6179747106,156258,42.27752641,-71.09376186
Top Shelf Cookies,,516 Gallivan,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,2021-01-19 14:34:44.183+00,8573210446,156552,42.28292804,-71.05556
Topacio Restaurant,,88 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2023-09-12 14:30:08.477+00,6175679523,30630,42.37217949,-71.03640037
Tora Japanese Restaurant,,20 Tyler,Boston,MA,2111,Active,FS,Eating & Drinking,2016-11-07 15:16:29.85+00,8572220888,138814,42.35068952,-71.06057047
Tora Ramen,,99 Harrison,Boston,MA,2111,Active,FS,Eating & Drinking,2019-07-30 13:29:28.017+00,8572220888,70098,42.35080953,-71.06163047
Tori Japan,,950 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2023-03-09 15:16:21.17+00,7816098753,156240,42.26696707,-71.12055404
Tori Japan,,315 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2021-06-03 19:46:36.357+00,,27970,42.32301558,-71.10387763
Tori Japan,,1110 Boylston,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2021-12-28 17:00:08.04+00,9176406179,351727,42.34681956,-71.08860054
Tori Japan,,62 William C Kelly,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2021-11-30 16:26:51.68+00,,151128,42.37432118,-71.03993911
TORO,,1704 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,2006-12-07 18:36:30+00,6173129171,144361,42.33693626,-71.07588116
Tostado,,300 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2010-04-30 13:06:40+00,6174778691,156274,42.32275456,-71.10305995
Tostado LLC,,3878 WASHINGTON,Roslindale/,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2012-11-23 16:50:28+00,6175220578,0,34.24438675,-73.6513909
Totto Ramen,,20A District,Dorchester,MA,2125,Active,FS,Eating & Drinking,2018-12-05 17:26:32.44+00,6179107114,437351,42.32537559,-71.06282501
Tous Les Jours,,152 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2019-12-30 20:50:37.517+00,,404363,42.35176962,-71.13148063
Toutwel Restaurant,,643 River,Mattapan,MA,2126,Active,FS,Eating & Drinking,2018-07-25 13:22:00.687+00,6176988800,156261,42.26511554,-71.09947183
Trade,,520 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,2011-04-04 14:45:53+00,,6313,42.35367376,-71.05296345
Trader Joe's #566,,44 Thomson,Boston,MA,2210,Active,FS,Eating & Drinking,2019-06-14 15:20:30.543+00,,355870,42.3517599,-71.04736221
Tradesman,,89 Broad,Boston,MA,2110,Active,FS,Eating & Drinking,2018-05-24 15:11:25.733+00,6173481234,196414,42.35743951,-71.05316044
Tradesman 100 Federal,,100 Federal,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2022-03-28 18:56:58.277+00,,57150,42.35476952,-71.05613045
Tradesman Charlestown,,100 Hood Park,Charlestown,MA,2129,Active,FS,Eating & Drinking,2020-09-09 19:30:51.29+00,,438345,42.37970567,-71.07294006
TREMONT HOUSE OF PIZZA,,1586 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:01+00,5666120,137263,42.33339958,-71.1030506
Tremonte Restaurant,,76 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,2018-06-07 18:02:56.76+00,6175301955,360943,42.36358952,-71.05603043
Tres Gatos Cafe,,470 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2010-10-15 14:00:55+00,6175246622,28069,42.31908959,-71.11164065
TRESCA,,233 HANOVER,BOSTON,MA,2113,Active,FS,Eating & Drinking,2006-12-07 18:36:36+00,6177428240,,34.24438675,-73.6513909
Triangle Coffee,,200 Pier 4,Boston,MA,2210,Active,FS,Eating & Drinking,2018-04-24 16:21:28.857+00,9785053632,422323,42.35200745,-71.04255946
TRIDENT BOOKSELLERS AND CAFE,,338 Newbury,Boston,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:34:07+00,6172678688,101560,42.34822956,-71.08660053
Trifecta,,1 Dalton,Boston,MA,2115,Active,FS,Eating & Drinking,2016-12-29 13:23:25.93+00,6173774888,351070,42.34575327,-71.08401207
Trillium at Farnsworth,,47 Farnsworth,Boston,MA,2210,Active,FS,Eating & Drinking,2017-10-03 15:23:17.08+00,8573201201,421688,42.35216851,-71.04759244
Trillium Fenway,,201 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,2019-04-25 20:25:50.517+00,,340960,42.34475565,-71.1014137
Trio Cafe,,212 Northern,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2013-04-24 17:27:26+00,6179593237,340132,42.35190307,-71.03743478
Triple Eatery,,77 Cummins,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2015-02-23 16:49:27.343+00,6173253388,44982,42.28449962,-71.12559076
Troquet On South,,107 South,Boston,MA,2111,Active,FS,Eating & Drinking,2017-02-14 14:34:41.167+00,6176959463,156281,42.35142807,-71.05786072
Truly Bar,,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-02-22 16:23:54.477+00,6179825146,424258,42.34674275,-71.09860525
Truly Concessions,,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-02-22 16:45:53.97+00,6179825146,424258,42.34674275,-71.09860525
Tsaocaa Tea,,10 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2021-03-09 15:23:46.35+00,9177695828,138804,42.35097952,-71.06046047
Tsurutontan Udon Noodle,,512 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2018-11-28 15:39:43.327+00,6467044677,355383,42.34849343,-71.09580895
Tu Metapan Restaurant,,295 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,2011-11-07 15:16:14+00,6178186109,14706,42.37873948,-71.02813033
Tully Tavern/Grandstand Bar,,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2016-08-29 16:30:20.003+00,6175362268,156417,42.34676791,-71.09864844
Turkish Lazuri Cafe,,487 Cambridge,Allston,MA,2134,Active,FS,Eating & Drinking,2021-01-11 17:11:11+00,6172088575,156398,42.35382103,-71.13727901
Tuscan Kitchen,,28 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,2017-02-14 16:43:27.65+00,6034909648,103894,42.35280233,-71.04453623
Tuscan Kitchen Bar,,64 Seaport,Boston,MA,2210,Active,FS,Eating & Drinking,2023-05-05 12:15:41.273+00,6173037300,419848,42.35277825,-71.04702718
Tutti Frutti,,382 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2015-05-18 13:33:43.237+00,7818086908,30537,42.37937848,-71.02799433
Twelve Bens,,315 Adams,Dorchester,MA,2122,Active,FS,Eating & Drinking,2006-12-07 18:33:50+00,6172656727,157360,42.29860483,-71.05757907
TWIN DONUTS,,501 Cambridge,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:33:54+00,6172549421,25146,42.35351962,-71.13797064
Two Saints Tavern,,54 Gainsborough,Boston,MA,2115,Active,FS,Eating & Drinking,2017-08-09 16:31:35.787+00,8572210594,61852,42.34175945,-71.08736149
Typhoon Restaurant,,725 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,2006-12-07 18:35:17+00,6178598181,157459,42.34959315,-71.0802586
Ueno Sushi,,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2008-09-12 16:59:31+00,6176869385,,42.36002952,-71.05624044
UGIS SUBS,,62 Warren,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:00+00,6174277032,143319,42.32842956,-71.08311057
Ula Cafe,,284 Amory,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2021-12-30 17:39:24.36+00,6175247890,157287,42.31459292,-71.10381626
Ultra Spicy Pot,,66 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,2022-02-28 15:54:48.183+00,6177758661,20171,42.35239961,-71.12881062
Umai Japanese Restaurant,,224 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2011-06-10 13:41:03+00,6175367500,101441,42.34972935,-71.0811557
Umami Sushi,,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2024-02-07 17:03:25.057+00,6172927610,157146,42.35583034,-71.06040125
UMass Boston Dining Commons,,100 William T Morrissey,Dorchester,MA,2125,Active,FS,Eating & Drinking,2016-09-22 18:23:56.89+00,8663723035,155810,42.3141458,-71.03937283
UMass Club,,1 Beacon,Boston,MA,2108,Active,FS,Eating & Drinking,2015-03-06 16:28:26.31+00,4136871725,9475,42.35844952,-71.06084045
UMBRIA,,250 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,2023-03-02 15:27:13.063+00,6173711176,352168,42.36349167,-71.05499093
Underdog Hot Chicken,,160 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,2016-08-15 15:04:37.907+00,,156296,42.3528458,-71.13261943
UNI,,370 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,2016-01-07 15:32:54.573+00,6179695080,40432,42.34858956,-71.08869054
Unidine Cafe @ RSM,,80 City,Charlestown,MA,2129,Active,FS,Eating & Drinking,2016-05-13 13:03:46.993+00,6179129000,342094,42.37154635,-71.06079378
Unidine Cafe Coffee Bar,,529 Main,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,2015-05-27 13:33:56.367+00,6173579500,88652,42.38450954,-71.07193042
Union Club of Boston,,8 Park,Boston,MA,2108,Active,FS,Eating & Drinking,2006-12-07 18:34:06+00,6172270589,107194,42.35749929,-71.06270044
UNION OYSTER HOUSE,,41 Union,Boston,MA,2108,Active,FS,Eating & Drinking,2006-12-07 18:34:16+00,6173345019,139293,42.36127311,-71.05688571
Union Park Pizza,,244 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2022-10-31 13:00:16.063+00,6178551100,101456,42.34940955,-71.08240052
Union Square Donuts,,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2019-04-09 16:22:47.55+00,6172092257,340960,42.34475565,-71.1014137
UNITED HOUSE OF PRAYER FOR ALL PEOPLE,,206 Seaver,Dorchester,MA,2121,Active,FS,Eating & Drinking,2016-11-22 16:03:47.37+00,6174453245,169570,42.30824815,-71.08894756
University Club of Boston,,426 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,2006-12-07 18:34:02+00,6172665600,131661,42.34849954,-71.07476051
University Club of Boston-Catering Kitchen,,426 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,2023-04-26 17:47:28.157+00,6172665600,131661,42.34849954,-71.07476051
University Club of Boston-Rooftop Bar,,426 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,2023-04-26 17:54:37.997+00,6172665600,131661,42.34849954,-71.07476051
UNIVERSITY GRILL & PIZZA,,712 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:06+00,6172477120,,42.34957307,-71.1055811
UNIVERSITY HOUSE OF PIZZA,,452 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:34:39+00,6174429280,157232,42.33855219,-71.09281885
Uphams House of Pizza,,566A Columbia,Dorchester,MA,2125,Active,FS,Eating & Drinking,2017-02-07 16:29:54.79+00,6172827141,351801,42.31643219,-71.06617206
Urban Pharm,,32 Cambridge,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,2022-11-10 17:13:54.503+00,5083199545,25110,42.38356954,-71.07435043
Urban Wild,,100 Hood Park,Charlestown,MA,2129,Active,FS,Eating & Drinking,2023-04-25 14:27:18.377+00,6178699018,438345,42.37970567,-71.07294006
V!Healthy,,4166 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2022-09-28 16:17:17.98+00,6173338401,399399,42.28787962,-71.12633076
V10,Aramark Corporation,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 15:50:08+00,7742054363,424258,42.34674275,-71.09860525
Vaanga,,102 Water,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2019-02-20 16:16:42.693+00,6176240300,157376,42.35806003,-71.05508009
Vaisakhi Indian Kitchen,,157 Sutherland,Brighton,MA,2135,Active,FS,Eating & Drinking,2018-04-27 14:45:17.49+00,6175055932,156645,42.34109081,-71.14683966
Vasquez Restaurant,,258 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2019-11-12 14:24:44.54+00,6177081279,375035,42.32859955,-71.07896056
VAUGHN'S FISH N CHIPS,,1 Erie,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:00+00,6178251194,158002,42.30329466,-71.07878012
Vee Vee,,763 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2008-01-31 20:39:24+00,6175220145,156219,42.31027041,-71.11525622
Veeva Systems,,100 Summer,Boston,MA,2110,Active,FS,Eating & Drinking,2023-04-12 14:25:55.663+00,,131978,42.35363252,-71.05736645
Vegas Restaurant,,1592 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2019-03-07 18:27:54.147+00,8572374929,156355,42.26962135,-71.09321033
Vejigantes Restaurant,,57 Dedham,Roxbury,MA,2118,Active,FS,Eating & Drinking,2011-12-30 17:41:40+00,6175150362,341151,42.34181723,-71.07236424
VENEZIA RESTAURANT (HARBOR LIGHTS),,20 R Ericsson,Dorchester,MA,2122,Active,FS,Eating & Drinking,2007-04-17 18:05:06+00,0,54165,42.2921325,-71.04022455
VENICE PIZZA,,39 Savin Hill,Dorchester,MA,2125,Active,FS,Eating & Drinking,2021-04-05 17:22:31.54+00,,355113,42.31280952,-71.05740055
Verily Cafe & Barista - Floor 24,,100 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2022-11-01 16:34:26.067+00,4087574842,162913,42.36625065,-71.06215411
Verily Cafe & Barista - Floor 25,,100 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2022-11-01 16:21:30.34+00,4087574842,162913,42.36625065,-71.06215411
Verily Cafe & Barista - Floor 26,,100 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2022-11-01 16:36:15.347+00,4087574842,162913,42.36625065,-71.06215411
Verizon - Associate Pantries Fl. 16,,100 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2021-09-27 19:03:32.677+00,3095029294,162913,42.3656452,-71.06165549
Verizon - Associate Pantries Fl. 17,,100 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2021-09-27 19:04:23.023+00,3095029294,162913,42.3656452,-71.06165549
Verizon - Associate Pantries Fl. 18,,100 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2021-09-27 19:05:01.527+00,3095029294,162913,42.3656452,-71.06165549
Verizon - Associate Pantries Fl. 20,,100 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2021-09-27 19:05:02.797+00,3095029294,162913,42.3656452,-71.06165549
